Organism/Name	BioProject Accession	Size (Mb)	GC%	Replicons	Scaffolds	Genes	Proteins	Status	Assembly Accession	FTP_path	PubMedID
Leucobacter viscericola	PRJNA609857	3.69713	61.5	chromosome:NZ_CP049863.1/CP049863.1	1	3274	3180	Complete Genome	GCA_011299575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/299/575/GCA_011299575.1_ASM1129957v1	-
Arthrobacter gengyunqii	PRJNA822514	3.69106	64.8	chromosome:NZ_CP095461.1/CP095461.1	1	3434	3309	Complete Genome	GCA_023022985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/022/985/GCA_023022985.1_ASM2302298v1	-
Barrientosiimonas endolithica	PRJDB15044	3.68414	72.4	chromosome:AP027735.1	1	3927	3866	Complete Genome	GCA_030296655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/655/GCF_030296655.1_ASM3029665v1	-
Miltoncostaea oceani	PRJNA674971	4.54212	74.0145	chromosome:NZ_CP064356.1/CP064356.1; plasmid unnamed1:NZ_CP064357.1/CP064357.1; plasmid unnamed2:NZ_CP064358.1/CP064358.1	3	4635	4487	Complete Genome	GCA_018141545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/545/GCA_018141545.1_ASM1814154v1	-
Rhodococcus antarcticus	PRJNA561661	3.94371	73.0704	chromosome:NZ_CP110615.1/CP110615.1; plasmid unnamed1:NZ_CP110616.1/CP110616.1; plasmid unnamed2:NZ_CP110617.1/CP110617.1; plasmid unnamed3:NZ_CP110618.1/CP110618.1	4	3840	3711	Complete Genome	GCA_026153295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/153/295/GCF_026153295.1_ASM2615329v1	-
Propioniciclava coleopterorum	PRJNA609859	3.6719	72.1	chromosome:NZ_CP049865.1/CP049865.1	1	3603	3360	Complete Genome	GCA_011393335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/393/335/GCA_011393335.1_ASM1139333v1	-
Microbacterium lushaniae	PRJNA543373	3.65016	70.7	chromosome:NZ_CP044232.1/CP044232.1	1	3550	3424	Complete Genome	GCA_008727775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/775/GCF_008727775.1_ASM872777v1	-
Raineyella fluvialis	PRJNA579472	3.64987	69.6	chromosome:NZ_CP045725.1/CP045725.1	1	3466	3159	Complete Genome	GCA_009646095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/646/095/GCF_009646095.1_ASM964609v1	32589569
Gryllotalpicola protaetiae	PRJNA493668	3.6778	69.1859	chromosome:NZ_CP032624.1/CP032624.1; plasmid unnamed1:NZ_CP032625.1/CP032625.1	2	3624	3533	Complete Genome	GCA_003627055.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/055/GCF_003627055.1_ASM362705v1	-
Arthrobacter jinronghuae	PRJNA877409	3.64082	65.6	chromosome:NZ_CP104263.1/CP104263.1	1	3433	3341	Complete Genome	GCA_025244825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/244/825/GCF_025244825.1_ASM2524482v1	-
Aeromicrobium yanjiei	PRJNA579222	3.68203	69.815	chromosome:NZ_CP045737.1/CP045737.1; plasmid p001:NZ_CP045736.1/CP045736.1	2	3574	3501	Complete Genome	GCA_009649075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/075/GCF_009649075.1_ASM964907v1	-
Aeromicrobium erythreum	PRJNA284384	3.62924	72.1	chromosome:NZ_CP011502.1/CP011502.1	1	3485	3413	Complete Genome	GCA_001509405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/405/GCF_001509405.1_ASM150940v1	188371227103725
Paramicrobacterium chengjingii	PRJNA605678	3.62251	61.9	chromosome:NZ_CP061169.1/CP061169.1	1	3495	3420	Complete Genome	GCA_011751765.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/751/765/GCA_011751765.2_ASM1175176v2	-
Paramicrobacterium fandaimingii	PRJNA605670	3.62216	63.3	chromosome:NZ_CP061170.1/CP061170.1	1	3506	3419	Complete Genome	GCA_011751745.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/751/745/GCA_011751745.2_ASM1175174v2	-
Dietzia timorensis	PRJNA345110	3.60789	65.6	chromosome:NZ_CP015961.1/CP015961.1	1	3355	3249	Complete Genome	GCA_001659785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/785/GCF_001659785.1_ASM165978v1	-
Tessaracoccus flavescens	PRJNA362685	3.65077	68.264	chromosome:NZ_CP019607.1/CP019607.1; plasmid unnamed:NZ_CP019608.1/CP019608.1	2	3597	3438	Complete Genome	GCA_001998865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/865/GCF_001998865.1_ASM199886v1	18398170
Actinomyces procaprae	PRJNA528995	3.60035	69.3	chromosome:NZ_CP039292.1/CP039292.1	1	3010	2869	Complete Genome	GCA_004798665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/798/665/GCF_004798665.1_ASM479866v1	-
Serinicoccus hydrothermalis	PRJNA316485	3.59739	72.4	chromosome:NZ_CP014989.1/CP014989.1	1	3429	3338	Complete Genome	GCA_001685415.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/415/GCF_001685415.1_ASM168541v1	-
Psychromicrobium lacuslunae	PRJNA276066	3.59943	58.9962	chromosome:NZ_CP011005.1/CP011005.1; plasmid pAG001:NZ_CP011006.1/CP011006.1	2	3383	3309	Complete Genome	GCA_000950575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/575/GCA_000950575.1_ASM95057v1	25908143
Arthrobacter jiangjiafuii	PRJNA732518	3.59358	66.1	chromosome:NZ_CP076022.1/CP076022.1	1	3386	3276	Complete Genome	GCA_018622995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/622/995/GCA_018622995.1_ASM1862299v1	-
Cellulomonas chengniuliangii	PRJNA862566	3.57155	72.9	chromosome:NZ_CP101988.1/CP101988.1	1	3322	3219	Complete Genome	GCA_024508335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/335/GCF_024508335.1_ASM2450833v1	-
Microbacterium elymi	PRJNA795840	3.56838	70.4	chromosome:NZ_CP091139.2/CP091139.2	1	3882	2675	Complete Genome	GCA_021582895.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/582/895/GCA_021582895.2_ASM2158289v2	-
Leucobacter allii	PRJNA822889	3.56213	71.9	chromosome:NZ_CP095045.1/CP095045.1	1	3338	3226	Complete Genome	GCA_022919155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/919/155/GCA_022919155.1_ASM2291915v1	-
Ruania suaedae	PRJNA782801	3.55744	71.1	chromosome:NZ_CP088018.1/CP088018.1	1	3277	3192	Complete Genome	GCA_021049265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/049/265/GCA_021049265.1_ASM2104926v1	-
Microbacterium lemovicicum	PRJNA419105	3.55565	70.9	chromosome:NZ_CP031423.1/CP031423.1	1	3351	3275	Complete Genome	GCA_003991875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/991/875/GCF_003991875.1_ASM399187v1	-
Arthrobacter caoxuetaonis	PRJNA849716	3.9299	65.3142	chromosome:NZ_CP099466.1/CP099466.1; plasmid unnamed:NZ_CP099467.1/CP099467.1	2	3787	3640	Complete Genome	GCA_023921125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/921/125/GCA_023921125.1_ASM2392112v1	-
Ornithinimicrobium pratense	PRJNA562089	3.53941	70.8	chromosome:NZ_CP044427.1/CP044427.1	1	3265	3138	Complete Genome	GCA_008843165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/843/165/GCF_008843165.1_ASM884316v1	-
Corynebacterium suranareeae	PRJDB1734	3.53751	51.8	chromosome:NZ_AP017369.1/AP017369.1	1	3188	3089	Complete Genome	GCA_002355155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/155/GCF_002355155.1_ASM235515v1	-
Nocardioides coralli	PRJNA757235	3.52713	72	chromosome:NZ_CP082273.1/CP082273.1	1	3474	3392	Complete Genome	GCA_019880385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/880/385/GCA_019880385.1_ASM1988038v1	-
Microbacterium luteum	PRJNA669473	3.52044	69.2	chromosome:NZ_CP063814.1/CP063814.1	1	3418	3290	Complete Genome	GCA_015277875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/875/GCA_015277875.1_ASM1527787v1	-
Corynebacterium glyciniphilum AJ 3170	PRJNA221205	3.56822	64.7345	chromosome:NZ_CP006842.1/CP006842.1; plasmid pCgly1:NZ_CP006843.1/CP006843.1	2	3341	3235	Complete Genome	GCA_000626675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/675/GCA_000626675.1_ASM62667v1	25323597
Leucobacter triazinivorans	PRJNA518735	3.47881	69.4	chromosome:NZ_CP035806.1/CP035806.1	1	3141	3048	Complete Genome	GCA_004208635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/635/GCF_004208635.1_ASM420863v1	-
Arthrobacter zhaoxinii	PRJNA877406	3.46821	66.1	chromosome:NZ_CP104275.1/CP104275.1	1	3247	3154	Complete Genome	GCA_025244925.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/244/925/GCF_025244925.1_ASM2524492v1	-
Arthrobacter zhangbolii	PRJNA822674	3.464	65.7	chromosome:NZ_CP094984.1/CP094984.1	1	3241	3140	Complete Genome	GCA_022869865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/869/865/GCA_022869865.1_ASM2286986v1	-
Brachybacterium avium	PRJNA392612	3.5685	70.4422	chromosome:NZ_CP022316.1/CP022316.1; plasmid unnamed1:NZ_CP022317.1/CP022317.1; plasmid unnamed2:NZ_CP022318.1/CP022318.1	3	3284	3078	Complete Genome	GCA_002216795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/795/GCF_002216795.1_ASM221679v1	30131788
Georgenia wutianyii	PRJNA543373	3.45463	73.3	chromosome:NZ_CP040899.1/CP040899.1	1	3083	2988	Complete Genome	GCA_006349365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/349/365/GCF_006349365.1_ASM634936v1	-
Agromyces archimandritae	PRJNA699129	3.45331	71.3	chromosome:NZ_CP071696.1/CP071696.1	1	3201	3092	Complete Genome	GCA_018024495.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/024/495/GCA_018024495.1_ASM1802449v1	-
Gephyromycinifex aptenodytis	PRJNA611018	3.44978	67	chromosome:NZ_CP051155.1/CP051155.1	1	2997	2901	Complete Genome	GCA_012277275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/277/275/GCA_012277275.1_ASM1227727v1	-
Paraoerskovia sediminicola	PRJDB15044	3.5166	72.1132	chromosome:AP027729.1; plasmid pNBRC108565a:AP027730.1	2	3455	3390	Complete Genome	GCA_030296575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/575/GCF_030296575.1_ASM3029657v1	-
Cellulomonas taurus	PRJNA625123	3.43743	72	chromosome:NZ_CP051884.1/CP051884.1	1	3195	3101	Complete Genome	GCA_012931845.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/931/845/GCA_012931845.1_ASM1293184v1	33710455
Agromyces laixinhei	PRJNA545875	3.4372	69	chromosome:NZ_CP040872.1/CP040872.1	1	3245	3134	Complete Genome	GCA_006337065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/065/GCF_006337065.1_ASM633706v1	-
Acidipropionibacterium virtanenii	PRJNA420916	3.43287	68.4	chromosome:NZ_CP025198.1/CP025198.1	1	3161	3031	Complete Genome	GCA_003325455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/325/455/GCF_003325455.1_ASM332545v1	-
Georgenia faecalis	PRJNA498385	3.43211	73.9	chromosome:NZ_CP033325.1/CP033325.1	1	3029	2913	Complete Genome	GCA_003710105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/710/105/GCF_003710105.1_ASM371010v1	-
Corynebacterium mustelae	PRJNA282348	3.47423	52.5343	chromosome:NZ_CP011542.1/CP011542.1; plasmid pCmus45274:NZ_CP011543.1/CP011543.1; plasmid phiCmus45274:NZ_CP011544.1/CP011544.1	3	3142	3053	Complete Genome	GCA_001020985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/020/985/GCF_001020985.1_ASM102098v1	26358597
Naasia aerilata	PRJDB15044	3.39113	71.2	chromosome:AP027731.1	1	3724	3668	Complete Genome	GCA_030296595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/595/GCF_030296595.1_ASM3029659v1	-
Leucobacter tenebrionis	PRJNA743703	3.37983	69	chromosome:NZ_CP082322.1/CP082322.1	1	3103	3016	Complete Genome	GCA_019884725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/884/725/GCA_019884725.1_ASM1988472v1	-
Nakamurella antarctica	PRJNA506810	3.37796	61.6	chromosome:NZ_CP034170.1/CP034170.1	1	3083	2949	Complete Genome	GCA_003860405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/405/GCF_003860405.1_ASM386040v1	31665101
Miltoncostaea marina	PRJNA674971	3.37027	76.2	chromosome:NZ_CP064655.1/CP064655.1	1	3403	3308	Complete Genome	GCA_018141525.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/525/GCA_018141525.1_ASM1814152v1	-
Marisediminicola antarctica	PRJNA341757	3.35261	67.2	chromosome:NZ_CP017146.1/CP017146.1	1	3143	3050	Complete Genome	GCA_009930795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/930/795/GCF_009930795.1_ASM993079v1	-
Leucobacter rhizosphaerae	PRJNA822884	3.33783	69.3	chromosome:NZ_CP095043.1/CP095043.1	1	3099	3007	Complete Genome	GCA_022919175.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/919/175/GCA_022919175.1_ASM2291917v1	-
Microbacterium caowuchunii	PRJNA543373	3.26272	70.2	chromosome:NZ_CP044231.1/CP044231.1	1	3084	2998	Complete Genome	GCA_008727755.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/755/GCF_008727755.1_ASM872775v1	-
Gordonia zhaorongruii	PRJNA555440	3.23308	66.9	chromosome:NZ_CP041763.1/CP041763.1	1	3004	2912	Complete Genome	GCA_007559005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/559/005/GCF_007559005.1_ASM755900v1	-
Leucobacter coleopterorum	PRJNA609855	3.21555	60.3	chromosome:NZ_CP049933.1/CP049933.1	1	3137	2631	Complete Genome	GCA_011382985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/382/985/GCA_011382985.1_ASM1138298v1	-
Leucobacter muris	PRJNA513465	3.21198	70.5	chromosome:NZ_CP035037.1/CP035037.1	1	3036	2887	Complete Genome	GCA_004028235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1	-
Brooklawnia propionicigenes	PRJDB15718	3.21197	65.7	chromosome:NZ_AP028056.1/AP028056.1	1	2947	2847	Complete Genome	GCA_030297015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/297/015/GCF_030297015.1_ASM3029701v1	-
Tessaracoccus palaemonis	PRJNA723124	3.20434	69.6	chromosome:NZ_CP079216.1/CP079216.1	1	2921	2837	Complete Genome	GCA_019316905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/316/905/GCA_019316905.1_ASM1931690v1	-
Agromyces marinus	PRJNA776995	3.20202	71.5	chromosome:NZ_CP087879.1/CP087879.1	1	3024	2944	Complete Genome	GCA_021442325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/442/325/GCA_021442325.1_ASM2144232v1	-
Mycetocola spongiae	PRJNA746413	3.19675	66.4	chromosome:NZ_CP080203.1/CP080203.1	1	2936	2846	Complete Genome	GCA_020424085.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/424/085/GCA_020424085.1_ASM2042408v1	-
Actinomyces capricornis	PRJDB12084	3.17096	71.3	chromosome:NZ_AP025017.1/AP025017.1	1	2587	2482	Complete Genome	GCA_019974135.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/974/135/GCA_019974135.1_ASM1997413v1	-
Microbacterium suwonense	PRJDB15044	3.16398	68	chromosome:AP027728.1	1	3370	3315	Complete Genome	GCA_030296555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/555/GCF_030296555.1_ASM3029655v1	-
Mycetocola zhujimingii	PRJNA431327	3.19365	64.8778	chromosome:NZ_CP026949.1/CP026949.1; plasmid unnamed:NZ_CP026950.1/CP026950.1	2	3064	2986	Complete Genome	GCA_003065425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/065/425/GCF_003065425.1_ASM306542v1	30762515
Actinomyces howellii	PRJEB6403	3.14893	71.7	chromosome 1:NZ_LR134350.1/LR134350.1	1	2635	2496	Complete Genome	GCA_900637165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/165/GCA_900637165.1_49699_G02	-
Aeromicrobium duanguangcaii	PRJNA862613	3.13379	70.4	chromosome:NZ_CP101990.1/CP101990.1	1	3040	2979	Complete Genome	GCA_024508295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/295/GCF_024508295.1_ASM2450829v1	-
Corynebacterium occultum	PRJNA589605	3.21806	62.6748	chromosome:NZ_CP046455.1/CP046455.1; plasmid pCOCCU:NZ_CP046456.1/CP046456.1	2	2909	2792	Complete Genome	GCA_009734425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/425/GCF_009734425.1_ASM973442v1	-
Actinomyces wuliandei	PRJNA420632	3.10776	69.4	chromosome:NZ_CP025227.1/CP025227.1	1	2596	2451	Complete Genome	GCA_004010955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/010/955/GCF_004010955.1_ASM401095v1	-
Clavibacter zhangzhiyongii	PRJNA659511	3.09834	73.7	chromosome:NZ_CP061274.1/CP061274.1	1	2966	2887	Complete Genome	GCA_014775655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/775/655/GCA_014775655.1_ASM1477565v1	-
Corynebacterium hansenii	PRJNA354159	3.09802	70.1	chromosome:CP047211.1	1	2741	2671	Complete Genome	GCA_030408795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/795/GCF_030408795.1_ASM3040879v1	-
Protaetiibacter intestinalis	PRJNA493671	3.09711	71.5	chromosome:NZ_CP032630.1/CP032630.1	1	2952	2873	Complete Genome	GCA_003627075.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/627/075/GCF_003627075.1_ASM362707v1	31099733
Agromyces badenianii	PRJNA431336	3.05205	69.8	chromosome:NZ_CP028913.1/CP028913.1	1	2899	2820	Complete Genome	GCA_003070885.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/070/885/GCF_003070885.1_ASM307088v1	-
Actinomyces radicidentis	PRJNA282954	3.05161	72.6	chromosome:NZ_CP014228.1/CP014228.1	1	2617	2479	Complete Genome	GCA_001553565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/565/GCF_001553565.1_ASM155356v1	-
Corynebacterium crudilactis	PRJNA321311	3.21729	51.76	chromosome:NZ_CP015622.1/CP015622.1; plasmid pCRULAC1:NZ_CP015623.1/CP015623.1; plasmid pCRULAC2:NZ_CP015624.1/CP015624.1	3	2963	2838	Complete Genome	GCA_001643015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/643/015/GCF_001643015.1_ASM164301v1	-
Corynebacterium canis	PRJNA454028	3.04531	60.1	chromosome:CP047080.1	1	2756	2682	Complete Genome	GCA_030408595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/595/GCF_030408595.1_ASM3040859v1	-
Propionibacterium australiense	PRJEB6403	3.04433	68.3	chromosome 1:NZ_LR134442.1/LR134442.1	1	2711	2600	Complete Genome	GCA_900637915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/915/GCA_900637915.1_52941_B01	-
Corynebacterium faecale	PRJNA454078	3.14706	59.9387	chromosome:CP047204.1; plasmid pCFAEC45971a:CP047205.1; plasmid pCFAEC45971b:CP047206.1; plasmid pCFAEC45971c:CP047207.1; plasmid pCFAEC45971d:CP047208.1	5	2874	2793	Complete Genome	GCA_030408735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/735/GCF_030408735.1_ASM3040873v1	-
Corynebacterium choanae	PRJNA432431	2.98677	57	chromosome:NZ_CP033896.1/CP033896.1	1	2138	2037	Complete Genome	GCA_003813965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/965/GCF_003813965.1_ASM381396v1	-
Corynebacterium deserti GIMN1.010	PRJNA222609	3.03389	55.2745	chromosome:NZ_CP009220.1/CP009220.1; plasmid pCdes1:NZ_CP009221.1/CP009221.1; plasmid pCdes2:NZ_CP009222.1/CP009222.1	3	2841	2697	Complete Genome	GCA_001277995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/277/995/GCF_001277995.1_ASM127799v1	-
Nocardioides baekrokdamisoli	PRJDB7622	2.9653	67	chromosome:NZ_AP019307.1/AP019307.1	1	2947	2867	Complete Genome	GCA_003945325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/325/GCF_003945325.1_ASM394532v1	-
Devriesea agamarum	PRJEB9356	2.95888	60.1	chromosome I:NZ_LN849456.1/LN849456.1	1	2502	2413	Complete Genome	GCA_900070355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/070/355/GCA_900070355.1_S2_rcS3_S1_rcS3	-
Corynebacterium aquilae DSM 44791	PRJNA230273	2.92644	60.9	chromosome:NZ_CP009245.1/CP009245.1	1	2477	2378	Complete Genome	GCA_001941445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/445/GCF_001941445.1_ASM194144v1	-
Bifidobacterium eulemuris	PRJNA661147	2.92084	62.2	chromosome:NZ_CP062938.1/CP062938.1	1	2373	2270	Complete Genome	GCA_014898155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/155/GCA_014898155.1_ASM1489815v1	-
Leucobacter insecticola	PRJNA609856	2.9164	62.5	chromosome:NZ_CP049934.1/CP049934.1	1	2786	2464	Complete Genome	GCA_011382965.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/382/965/GCA_011382965.1_ASM1138296v1	-
Actinomyces respiraculi	PRJNA639453	2.91211	70.1	chromosome:NZ_CP063989.1/CP063989.1	1	2454	2328	Complete Genome	GCA_014595995.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/595/995/GCA_014595995.2_ASM1459599v2	-
Adlercreutzia hattorii	PRJDB9316	2.9084	63	chromosome:NZ_AP022829.1/AP022829.1	1	2485	2402	Complete Genome	GCA_011405655.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/405/655/GCA_011405655.1_ASM1140565v1	-
Antiquaquibacter oligotrophicus	PRJNA762240	2.89555	65.6	chromosome:CP085036.1	1	2840	2776	Complete Genome	GCA_020535405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/535/405/GCA_020535405.1_ASM2053540v1	-
Corynebacterium suedekumii	PRJNA976121	2.85826	67.6	chromosome:NZ_CP126970.1/CP126970.1	1	2841	2619	Complete Genome	GCA_030252185.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/252/185/GCF_030252185.1_ASM3025218v1	-
Rubrobacter indicoceani	PRJNA481631	3.07869	63.7263	chromosome:NZ_CP031115.1/CP031115.1; plasmid unnamed1:NZ_CP031116.1/CP031116.1; plasmid unnamed2:NZ_CP031117.1/CP031117.1	3	3078	2997	Complete Genome	GCA_003568865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/568/865/GCF_003568865.1_ASM356886v1	-
Flaviflexus ciconiae	PRJNA509987	2.83064	59.5	chromosome:NZ_CP034593.1/CP034593.1	1	2589	2411	Complete Genome	GCA_003971195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/971/195/GCF_003971195.1_ASM397119v1	-
Corynebacterium singulare	PRJNA246651	2.83052	60.1	chromosome:NZ_CP010827.1/CP010827.1	1	2642	2530	Complete Genome	GCA_000833575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/575/GCA_000833575.1_ASM83357v1	25814602
Corynebacterium comes	PRJNA589602	2.88727	66.293	chromosome:NZ_CP046453.1/CP046453.1; plasmid pCETAM:NZ_CP046454.1/CP046454.1	2	2745	2646	Complete Genome	GCA_009734405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/405/GCF_009734405.1_ASM973440v1	34342562
Microbacterium limosum	PRJNA1025138	2.7928	70.4	chromosome:NZ_CP137080.1/CP137080.1	1	2697	2586	Complete Genome	GCA_036324365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/324/365/GCF_036324365.1_ASM3632436v1	-
Corynebacterium phocae	PRJNA242582	2.79188	58.7758	chromosome:NZ_CP009249.1/CP009249.1; plasmid pCpho:NZ_CP009250.1/CP009250.1	2	2497	2409	Complete Genome	GCA_001941565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/565/GCF_001941565.1_ASM194156v1	-
Corynebacterium lactis RW2-5	PRJNA222474	2.76974	60.5	chromosome:NZ_CP006841.1/CP006841.1	1	2493	2399	Complete Genome	GCA_001274895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/895/GCF_001274895.1_ASM127489v1	-
Tessaracoccus timonensis	PRJEB25875	2.759	64.6	chromosome contig00001:NZ_LT996886.1/LT996886.1	1	2628	2519	Complete Genome	GCA_900343145.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/343/145/GCA_900343145.1_PRJEB25875	-
Corynebacterium testudinoris	PRJNA280910	2.72123	63.1	chromosome:NZ_CP011545.1/CP011545.1	1	2608	2518	Complete Genome	GCA_001021045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/045/GCF_001021045.1_ASM102104v1	26227591
Corynebacterium atrinae	PRJNA454019	2.80919	62.5342	chromosome:CP046977.1; plasmid pJCM19266a:CP046978.1; plasmid pJCM19266b:CP046979.1	3	2707	2633	Complete Genome	GCA_030408455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/455/GCF_030408455.1_ASM3040845v1	-
